,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room
2172,828 San Pablo Avenue,0,1,37.892215,-122.299425,0,1895
2173,555 Pierce St,2,2,37.892503,-122.306758,1150,1300
2174,Taft Avenue at Hillside Ave,0,1,37.892525,-122.30368,0,825
2175,41 Cowper Ave,0,2,37.8927,-122.2761,0,2250
2176,936 Cragmont Ave,0,0,37.892897,-122.266558,0,1269
2177,Oxford St,1,1,37.892925,-122.27328,400,2000
2178,535 Pierce ST,2,2,37.89322,-122.30702,1170,1625
2179,535 Pierce ST,2,2,37.893703,-122.306886,1170,1625
2180,535 Pierce ST,2,2,37.89372,-122.306993,1170,1625
2181,1310 ALMA,1,1,37.893749,-122.063478,725,1995
2182,arlington at yosimite,1,1,37.894238,-122.275353,748,2250
2183,3366 Mt Diablo Blvd,1,1,37.894424,-122.107475,750,1970
2184,0 0,3,3,37.894473,-122.20052,3009,1966
2185,Euclid at Marin,1,2,37.895125,-122.26528,1800,1600
2186,641 Adams,0,1,37.895149,-122.301276,0,1700
2187,139 Forest Ln,0,0,37.895679,-122.2614,0,1117
2188,141 Forest Ln,0,0,37.895778,-122.261214,0,1117
2189,319 The Spiral,3,4,37.897489,-122.256949,1806,1150
2190,Creston Road at Marin Ave,1,1,37.897725,-122.26128,850,2100
2191,Pierce Street at Central Ave,2,2,37.898025,-122.30878,1220,1275
2192,San Pablo Ave at Fairmont ave/carson,0,1,37.898525,-122.30148,0,1450
2193,0 0,3,4,37.8989,-121.6054,2350,687
2194,0 0,1,1,37.899225,-122.26558,650,2000
2195,557 Spruce St,0,0,37.900466,-122.26985,0,3500
2196,5 Acacia Ave,0,0,37.90072,-122.268859,0,1675
2197,Coventry,0,1,37.900925,-122.28518,1000,2285
2198,0 0,0,1,37.901424,-122.306478,0,1700
2199,Grizzly Peak Blvd at Euclid Ave,0,2,37.902098,-122.267361,0,1950
2200,Stratford Road at Coventry,0,1,37.902625,-122.28188,1100,2285
2201,Stratford at Berkeley Park,0,1,37.903225,-122.28578,1000,2285
2202,4 Rochdale Way,1,1,37.903743,-122.26558,750,2175
2203,Arlington at Coventry,0,1,37.904225,-122.27848,1000,2285
2204,Princeton at Amherst,1,1,37.905625,-122.27808,725,2050
2205,814 Lexington Ave,0,1,37.908695,-122.304651,0,1100
2206,0 0,1,2,37.908992,-122.344093,869,1125
2207,Arlington Avenue at Boynton,2,3,37.909524,-122.28088,1670,1766
2208,Seagull Drive at Seabreeze Drive,0,4,37.909804,-122.341218,1955,950
2209,91 Lakeshore Court,2,2,37.910668,-122.344072,959,1287
2210,86 Lakeshore Court,2,2,37.911385,-122.345394,1015,1275
2211,7357 STOCKTON AVE.,0,3,37.912013,-122.29798,0,1150
2212,Marina Lakes Drive,1,2,37.912849,-122.342265,860,1140
2213,49 Marina Lakes Drive,1,1,37.912907,-122.340951,700,1850
2214,112 Commodore drive,0,1,37.913478,-122.344823,0,3100
2215,1207 Melville Sq,1,1,37.915487,-122.348006,734,1795
2216,11720 San Pablo Avenue,1,1,37.9156,-122.2985,672,2300
2217,8158 Terrace Dr.,2,3,37.91582,-122.289611,1600,1266
2218,Highland Boulevard at Cowper,0,3,37.916024,-122.28148,0,1900
2219,Highland Boulevard at Cowper,0,4,37.917324,-122.28478,0,1425
2220,2602 Jetty Drive,0,1,37.918022,-122.346207,0,1800
2221,2602 Jetty Drive,0,1,37.91803,-122.3461,0,1800
2222,6500 Donal Ave,1,1,37.918088,-122.310771,560,1580
2223,parnell court at oak road,1,1,37.923323,-122.058073,450,1495
2224,Liberty Street at Manilla,0,1,37.924624,-122.314781,0,750
2225,165 Marina Lakes Drive,1,2,37.9265,-122.3342,847,1150
2226,11720 San Pablo Avenue,1,1,37.92706,-122.319836,745,2212
2227,345 south 27th St.,0,2,37.927395,-122.343781,0,800
2228,W Richmond Ave at Martina St,0,1,37.927424,-122.387482,0,1200
2229,cottage Avenue at Santa Fe,1,3,37.927755,-122.385817,1200,900
2230,Center at Carlson,1,1,37.930124,-122.344681,450,1095
2231,Arlington Blvd. at Scenic,1,1,37.930676,-122.306843,580,1690
2232,207 Vista Heights Road,0,3,37.932124,-122.29588,1298,1000
2233,2302 Carquinez Ave,2,3,37.93247,-122.311864,1700,1066
2234,Macdonald Ave at 21st St,1,1,37.935724,-122.349581,380,880
2235,Arlington Blvd at Claremont Ave,1,1,37.938424,-122.308481,700,1950
2236,0 0,1,1,37.94,-122.362,500,1500
2237,830 36th St,1,2,37.943983,-122.332981,1200,1050
2238,834 7th St. Richmond,0,3,37.945314,-122.362525,0,533
2239,1251 Pear Drive,2,4,37.946973,-122.041841,2000,600
2240,700 Lincoln Village Circle,1,1,37.948557,-122.506747,708,2567
2241,1162 Sunrise Ridge Dr.,0,4,37.950678,-122.110591,2588,1375
2242,riverside at amador,0,2,37.953673,-122.327313,0,1075
2243,Elission Lane at Martin Dr.,0,4,37.956059,-122.370808,2100,737
2244,Eliison Lane at Martin Dr.,0,4,37.956076,-122.371044,2100,712
2245,0 0,0,1,37.960622,-122.039273,0,1395
2246,PANCHAL NAGAR at OLYMPIC HOTEL,0,1,37.9622,-81.4968,0,20000
2247,5071 wilmont ct,0,4,37.962437,-121.808445,2700,612
2248,3445 San Pablo Dam Rd.,1,1,37.963481,-122.323449,445,1150
2249,San Pablo Dam Rd at Valley View,0,1,37.964223,-122.319581,0,695
2250,"17th street, at Broadway",0,1,37.971123,-122.347882,0,1498
2251,0 0,0,1,37.9724,-122.3369,0,998
2252,2601 Hilltop,1,1,37.978234,-122.333429,802,2089
2253,2601 hilltop drive,2,2,37.978523,-122.332881,1029,1191
2254,0 0,0,1,37.9823,-122.0362,0,1295
2255,0 0,2,4,37.9969,-122.2875,1830,650
2256,0 0,0,3,38.0066,-122.2637,1721,833
2257,2nd ave at Ceres street,1,1,38.052974,-122.223866,1002,1600
2258,Alhambra St at Heald St,1,1,38.054698,-122.214575,650,1450
2259,938 Virginia Street,0,2,38.101979,-122.247629,625,647
2260,2751 Peppertree Dr,2,2,38.275976,-122.012357,936,799
2261,3015 San Pablo AVe,2,2,44.0612,-123.1555,1155,1997
